sample,_study,EIF4A1,EIF4E,EIF4G1,EIF4EBP1,RPS6KB1,MYC,_sample_type,primary disease or tissue,OS,OS.time
GTEX-11LCK-1226-SM-5Q5AM,GTEX,13.2828,10.5507,15.0215,10.2418,10.7893,9.924,Normal Tissue,Muscle - Skeletal,,
GTEX-13O21-0426-SM-5K7VR,GTEX,13.2827,10.4735,13.4944,8.9141,9.9286,10.3965,Normal Tissue,Artery - Aorta,,
GTEX-TKQ2-1326-SM-4DXT9,GTEX,13.2825,9.9733,13.3673,9.1508,9.8701,10.5652,Normal Tissue,Colon - Transverse,,
GTEX-12WSG-1026-SM-5EGII,GTEX,13.2823,10.0095,13.6562,12.9349,10.8723,12.3565,Normal Tissue,Pancreas,,
GTEX-131XF-0426-SM-5HL7U,GTEX,13.2819,10.4961,13.7955,9.8552,9.8713,9.3242,Normal Tissue,Heart - Atrial Appendage,,
GTEX-WHPG-2326-SM-3NMBP,GTEX,13.2808,10.3696,13.6258,8.7001,10.4717,10.7637,Normal Tissue,Artery - Tibial,,
GTEX-13PL6-0826-SM-5IJBI,GTEX,13.2806,10.6568,13.2796,8.9708,10.5467,10.2571,Normal Tissue,Heart - Atrial Appendage,,
GTEX-TSE9-0626-SM-3DB8B,GTEX,13.2804,10.5694,13.2308,7.2691,10.9893,10.2066,Normal Tissue,Thyroid,,
GTEX-11GSP-1626-SM-5986N,GTEX,13.2804,10.3251,13.7328,9.6012,10.0217,9.7618,Normal Tissue,Colon - Transverse,,
GTEX-PWCY-1426-SM-48TCT,GTEX,13.2798,9.689,12.9471,8.2324,10.3687,10.7062,Normal Tissue,Uterus,,
GTEX-13OW5-0011-R1b-SM-5L3GE,GTEX,13.2794,10.8399,13.0969,9.7443,9.9795,9.7418,Normal Tissue,Brain - Hippocampus,,
GTEX-1399R-2326-SM-5PNYT,GTEX,13.2785,10.6463,13.0916,10.0298,9.8484,9.8112,Normal Tissue,Artery - Tibial,,
GTEX-ZYFC-0626-SM-5GIDR,GTEX,13.2776,10.352,12.7759,7.8202,10.293,10.3061,Normal Tissue,Nerve - Tibial,,
GTEX-PWCY-0526-SM-2I3ER,GTEX,13.2775,10.606,14.362,9.1584,9.8017,9.4334,Normal Tissue,Heart - Left Ventricle,,
GTEX-13O21-1126-SM-5N9EV,GTEX,13.2771,10.6013,13.1928,8.9875,10.5956,11.6581,Normal Tissue,Prostate,,
GTEX-131YS-0426-SM-5EQ4J,GTEX,13.277,10.3625,13.069,8.7913,10.0368,8.7281,Normal Tissue,Artery - Tibial,,
GTEX-VJYA-0826-SM-4KL1M,GTEX,13.2764,9.6416,13.6378,12.7805,10.4876,11.7518,Normal Tissue,Pancreas,,
GTEX-V955-1326-SM-4JBHR,GTEX,13.2759,9.9518,13.2385,10.1936,10.567,10.9468,Normal Tissue,Stomach,,
GTEX-WWYW-0011-R7A-SM-3NB3H,GTEX,13.2758,11.5437,13.1081,9.0028,10.3057,8.2595,Normal Tissue,Brain - Putamen (Basal Ganglia),,
GTEX-XBEC-0326-SM-4AT4M,GTEX,13.2758,9.9064,12.9238,8.9512,10.4136,11.1773,Normal Tissue,Adipose - Subcutaneous,,
GTEX-11I78-2426-SM-5A5K9,GTEX,13.2756,10.6752,16.3052,10.8467,11.467,9.0844,Normal Tissue,Muscle - Skeletal,,
GTEX-ZF29-0426-SM-4WKFN,GTEX,13.2756,10.5801,13.7745,9.7033,9.987,10.5683,Normal Tissue,Heart - Atrial Appendage,,
GTEX-13OW6-0226-SM-5J1NB,GTEX,13.2753,10.2902,13.0222,8.448,10.1946,10.9136,Normal Tissue,Nerve - Tibial,,
GTEX-Y9LG-1626-SM-5IFHM,GTEX,13.2751,10.3031,13.4757,9.2976,9.8555,10.2175,Normal Tissue,Small Intestine - Terminal Ileum,,
GTEX-WFJO-0926-SM-4LVM2,GTEX,13.2748,10.1585,13.1208,9.0816,10.0069,11.0489,Normal Tissue,Small Intestine - Terminal Ileum,,
GTEX-13O3Q-2626-SM-5KM3S,GTEX,13.2743,10.431,12.8966,8.3724,10.6648,11.0296,Normal Tissue,Nerve - Tibial,,
GTEX-WFON-1126-SM-4LVMA,GTEX,13.274,9.944,13.3665,10.1228,10.3092,9.7098,Normal Tissue,Stomach,,
GTEX-OIZG-0926-SM-3LK5Y,GTEX,13.2736,10.1577,13.6094,9.1038,10.2208,11.7827,Normal Tissue,Esophagus - Muscularis,,
GTEX-PLZ6-0626-SM-5K7WJ,GTEX,13.2734,10.3098,13.9501,8.7848,10.3117,9.9176,Normal Tissue,Esophagus - Muscularis,,
GTEX-131YS-3226-SM-5IFGV,GTEX,13.2731,10.6308,13.573,7.4983,10.0913,7.2093,Normal Tissue,Pituitary,,
GTEX-131YS-0926-SM-5IJB9,GTEX,13.2731,10.4582,12.9801,8.4216,10.1685,8.6318,Normal Tissue,Lung,,
GTEX-11NUK-0926-SM-5HL57,GTEX,13.2731,9.8285,13.3167,9.3446,10.1654,10.3819,Normal Tissue,Heart - Atrial Appendage,,
GTEX-XUJ4-0726-SM-4BOOP,GTEX,13.2729,10.3287,13.959,9.2961,10.1146,10.2967,Normal Tissue,Thyroid,,
GTEX-139TS-1426-SM-5IFJD,GTEX,13.2729,10.2233,14.1858,10.3263,10.0165,9.7323,Normal Tissue,Liver,,
GTEX-P4QS-1826-SM-2S1NI,GTEX,13.2727,10.0456,13.243,8.6685,10.161,10.8473,Normal Tissue,Artery - Tibial,,
GTEX-XGQ4-1626-SM-4AT6J,GTEX,13.272,9.9618,13.4444,9.3765,10.2753,10.2144,Normal Tissue,Esophagus - Gastroesophageal Junction,,
GTEX-PWCY-0326-SM-43IRU,GTEX,13.2716,10.4204,13.4057,8.578,10.287,9.5172,Normal Tissue,Artery - Aorta,,
GTEX-XAJ8-1026-SM-47JY9,GTEX,13.2715,11.1014,16.2852,10.5749,11.2489,10.3086,Normal Tissue,Muscle - Skeletal,,
GTEX-WL46-0326-SM-3LK6Y,GTEX,13.2715,9.9147,13.2762,9.2873,10.4362,12.3728,Normal Tissue,Adipose - Subcutaneous,,
GTEX-T2IS-1126-SM-4DM6Z,GTEX,13.2712,10.1705,12.7398,8.5079,10.2193,11.5654,Normal Tissue,Nerve - Tibial,,
GTEX-ZXG5-0426-SM-5GICT,GTEX,13.2711,11.7421,11.8189,8.227,11.1251,10.8933,Normal Tissue,Nerve - Tibial,,
GTEX-ZLV1-1226-SM-4WWBX,GTEX,13.2711,10.6161,13.4199,9.1303,9.9122,11.3352,Normal Tissue,Colon - Transverse,,
GTEX-XQ8I-0826-SM-4BOOE,GTEX,13.271,10.7025,13.6062,8.5229,10.3893,9.2388,Normal Tissue,Artery - Tibial,,
GTEX-ZYFC-1026-SM-5GZX9,GTEX,13.2691,11.2219,13.5823,9.7176,9.5572,8.6131,Normal Tissue,Heart - Atrial Appendage,,
GTEX-117XS-0526-SM-5987Q,GTEX,13.2691,10.551,13.372,7.5204,10.4793,10.419,Normal Tissue,Thyroid,,
GTEX-ZC5H-0826-SM-5N9FH,GTEX,13.2688,9.9026,13.0941,11.7382,10.782,12.4046,Normal Tissue,Pancreas,,
GTEX-X4EP-1026-SM-4QAS5,GTEX,13.2688,9.376,13.9992,10.1058,10.1942,9.2328,Normal Tissue,Liver,,
GTEX-11P7K-1526-SM-5EGI7,GTEX,13.2682,10.5315,13.5322,8.9006,9.8155,10.7776,Normal Tissue,Colon - Transverse,,
GTEX-UTHO-2426-SM-4JBHD,GTEX,13.2675,10.3003,13.3218,10.164,10.3151,10.5281,Normal Tissue,Liver,,
GTEX-12WSL-2726-SM-5CVNL,GTEX,13.2674,10.8554,15.5287,9.4447,11.68,10.5538,Normal Tissue,Muscle - Skeletal,,
GTEX-11I78-0826-SM-5A5K4,GTEX,13.2668,10.9106,14.2514,8.9625,10.107,9.4148,Normal Tissue,Heart - Left Ventricle,,
GTEX-14B4R-1426-SM-5Q5CG,GTEX,13.2666,10.4626,13.9,10.6235,10.3232,10.3081,Normal Tissue,Minor Salivary Gland,,
GTEX-13112-0326-SM-5P9IW,GTEX,13.2659,10.7169,13.5097,7.5323,10.5657,9.6305,Normal Tissue,Thyroid,,
GTEX-WEY5-2026-SM-3GILE,GTEX,13.2655,10.328,14.6981,10.915,10.8479,8.4589,Normal Tissue,Muscle - Skeletal,,
GTEX-WHSE-3026-SM-3P5ZH,GTEX,13.2649,10.9943,13.415,7.2404,9.7712,8.8655,Normal Tissue,Brain - Cortex,,
GTEX-PLZ6-0326-SM-3P61J,GTEX,13.2649,10.3646,13.4028,8.4606,10.2524,8.8986,Normal Tissue,Artery - Aorta,,
GTEX-Y3IK-1326-SM-4YCD8,GTEX,13.2646,10.7962,13.4041,8.2349,10.1822,11.2218,Normal Tissue,Esophagus - Gastroesophageal Junction,,
GTEX-11DXW-0426-SM-5H12E,GTEX,13.2645,10.3958,12.9168,7.977,10.0522,10.2662,Normal Tissue,Nerve - Tibial,,
GTEX-QDT8-1326-SM-48TYY,GTEX,13.2644,10.131,13.1424,9.026,10.2856,11.0937,Normal Tissue,Esophagus - Muscularis,,
GTEX-ZYFG-1326-SM-5GICJ,GTEX,13.2643,10.2789,13.695,10.3305,10.3058,10.0458,Normal Tissue,Stomach,,
GTEX-U3ZH-1126-SM-4DXUG,GTEX,13.2643,9.9363,13.4501,8.8798,10.0122,8.836,Normal Tissue,Esophagus - Muscularis,,
GTEX-N7MS-1225-SM-3LK5G,GTEX,13.2643,9.8212,13.2505,9.4799,9.9295,11.1544,Normal Tissue,Esophagus - Mucosa,,
GTEX-13OVJ-0011-R6b-SM-5L3GH,GTEX,13.2642,10.928,13.3763,7.6939,10.0972,8.5911,Normal Tissue,Brain - Nucleus Accumbens (Basal Ganglia),,
GTEX-SSA3-0226-SM-32QPN,GTEX,13.2638,9.9333,12.7228,9.1156,10.2558,10.2891,Normal Tissue,Adipose - Subcutaneous,,
GTEX-11DYG-1926-SM-5H12I,GTEX,13.2633,10.5636,13.4905,8.8931,10.5257,10.9056,Normal Tissue,Esophagus - Gastroesophageal Junction,,
GTEX-RU72-0826-SM-46MUS,GTEX,13.2632,9.9426,13.2271,9.1778,10.1747,11.6448,Normal Tissue,Esophagus - Muscularis,,
GTEX-T5JC-1526-SM-4DM68,GTEX,13.2631,10.1804,13.1155,9.0703,9.9246,8.4979,Normal Tissue,Kidney - Cortex,,
GTEX-XPVG-0726-SM-4B658,GTEX,13.2626,10.5129,13.9791,10.0715,9.8656,10.6775,Normal Tissue,Heart - Atrial Appendage,,
GTEX-14BIM-0326-SM-5SI9B,GTEX,13.2626,10.1234,15.3483,12.1432,10.6524,11.085,Normal Tissue,Muscle - Skeletal,,
GTEX-117YW-2026-SM-5N9BH,GTEX,13.2621,10.1162,13.0085,9.3566,10.1253,10.9128,Normal Tissue,Esophagus - Muscularis,,
GTEX-ZUA1-0626-SM-4YCCW,GTEX,13.2618,11.0027,13.0957,8.5373,10.7382,8.956,Normal Tissue,Artery - Tibial,,
GTEX-132AR-1926-SM-5EGK5,GTEX,13.2617,10.7828,13.9453,9.9608,9.4075,11.0584,Normal Tissue,Heart - Atrial Appendage,,
GTEX-WHSB-0526-SM-4M1XM,GTEX,13.2617,10.2487,13.9323,9.9323,10.2177,9.8917,Normal Tissue,Esophagus - Muscularis,,
GTEX-P4PP-1026-SM-3NM9O,GTEX,13.2613,9.932,14.2067,12.8196,10.5566,11.3554,Normal Tissue,Pancreas,,
GTEX-Y8DK-0526-SM-4TT3R,GTEX,13.2611,11.0749,13.6471,8.5928,10.3154,7.7955,Normal Tissue,Artery - Tibial,,
GTEX-11EI6-0226-SM-5EQ64,GTEX,13.2602,10.3902,12.894,8.7271,10.4201,11.8788,Normal Tissue,Adipose - Subcutaneous,,
GTEX-11TTK-0826-SM-5N9EG,GTEX,13.2596,10.5991,13.6165,8.3099,10.3822,10.1442,Normal Tissue,Thyroid,,
GTEX-13NZB-2226-SM-5MR5B,GTEX,13.2594,10.7342,13.3234,8.7053,10.483,8.4256,Normal Tissue,Artery - Tibial,,
GTEX-12WSN-2526-SM-5LZU8,GTEX,13.2588,10.9463,15.855,10.1643,10.905,10.5082,Normal Tissue,Muscle - Skeletal,,
GTEX-X3Y1-0326-SM-4PQZ7,GTEX,13.2586,10.3184,13.2676,8.1125,10.2141,8.7498,Normal Tissue,Artery - Aorta,,
GTEX-PLZ6-0626-SM-3P61B,GTEX,13.2586,10.153,13.9556,9.0144,10.3354,9.7984,Normal Tissue,Esophagus - Muscularis,,
GTEX-S33H-1126-SM-2XCB6,GTEX,13.2582,10.2084,13.0776,9.0885,10.6205,10.9276,Normal Tissue,Adipose - Subcutaneous,,
GTEX-131YS-0326-SM-5PNYW,GTEX,13.2578,10.5107,12.9452,8.5078,10.527,10.4794,Normal Tissue,Nerve - Tibial,,
GTEX-13X6J-3126-SM-5Q5EJ,GTEX,13.2573,11.3084,13.2386,6.8203,10.0116,7.9017,Normal Tissue,Pituitary,,
GTEX-13OW5-0011-R8a-SM-5L3GQ,GTEX,13.2573,11.2207,12.9256,9.098,9.6726,9.1351,Normal Tissue,Brain - Hypothalamus,,
GTEX-R55C-0726-SM-48FCN,GTEX,13.2566,10.2745,13.7778,10.1516,10.4846,10.5141,Normal Tissue,Esophagus - Muscularis,,
GTEX-Y5V6-2626-SM-5IFIX,GTEX,13.2564,10.5345,16.0363,10.2288,11.3688,9.4119,Normal Tissue,Muscle - Skeletal,,
GTEX-YJ8O-2626-SM-5HL8H,GTEX,13.2558,10.1498,13.0424,8.5128,10.0586,10.6898,Normal Tissue,Nerve - Tibial,,
GTEX-13FTX-0226-SM-5K7TX,GTEX,13.2554,10.608,13.5163,8.8723,10.1278,11.1113,Normal Tissue,Artery - Aorta,,
GTEX-139TT-0326-SM-5IJC3,GTEX,13.2553,10.2715,12.9305,8.4713,10.4352,11.319,Normal Tissue,Nerve - Tibial,,
GTEX-11UD1-0326-SM-5EQKX,GTEX,13.2547,10.0699,14.7789,11.2815,10.5869,10.5422,Normal Tissue,Muscle - Skeletal,,
GTEX-R55E-1126-SM-48FDZ,GTEX,13.2544,11.1893,13.4752,8.2043,10.2867,12.7806,Normal Tissue,Artery - Aorta,,
GTEX-13X6J-0426-SM-5O9D3,GTEX,13.2529,10.455,12.8813,7.9794,10.4341,10.5648,Normal Tissue,Nerve - Tibial,,
GTEX-11EMC-3126-SM-5EGJP,GTEX,13.2526,10.4576,13.2399,8.113,10.4971,9.4635,Normal Tissue,Pituitary,,
GTEX-PW2O-1226-SM-48TCH,GTEX,13.2524,9.774,13.334,10.3835,10.338,10.5139,Normal Tissue,Stomach,,
GTEX-WYBS-1926-SM-3NM8N,GTEX,13.2522,10.6069,13.7632,7.7961,10.1659,9.5643,Normal Tissue,Thyroid,,
GTEX-X4EO-2726-SM-4E3HS,GTEX,13.2519,10.6524,13.3663,8.8673,10.6395,10.1609,Normal Tissue,Colon - Sigmoid,,
GTEX-13U4I-0926-SM-5LU5A,GTEX,13.2518,10.604,13.444,8.4373,9.8772,10.8383,Normal Tissue,Artery - Coronary,,
GTEX-XUJ4-0626-SM-4BOOO,GTEX,13.2518,10.4032,13.9931,9.8933,9.6612,11.445,Normal Tissue,Heart - Atrial Appendage,,
GTEX-11NSD-1226-SM-5986Q,GTEX,13.2515,10.3323,13.7728,8.9946,10.1007,10.6945,Normal Tissue,Esophagus - Muscularis,,
GTEX-14C5O-1326-SM-5S2UW,GTEX,13.251,9.3802,12.7809,10.0388,9.4225,10.7847,Normal Tissue,Heart - Left Ventricle,,
GTEX-U3ZN-0426-SM-4DXSH,GTEX,13.2505,10.153,13.1562,8.6193,10.3603,9.8751,Normal Tissue,Artery - Coronary,,
GTEX-YECK-1226-SM-4W21G,GTEX,13.2498,10.161,13.21,9.4809,9.9733,10.054,Normal Tissue,Heart - Atrial Appendage,,
GTEX-11ZTT-2626-SM-5EQKK,GTEX,13.2496,10.6518,15.6183,11.2595,11.2385,9.1045,Normal Tissue,Muscle - Skeletal,,
GTEX-13SLX-0926-SM-5S2NM,GTEX,13.2494,10.4041,13.4082,9.0734,9.7969,12.5592,Normal Tissue,Heart - Atrial Appendage,,
GTEX-13FTY-2826-SM-5J2ML,GTEX,13.2488,10.5104,13.417,7.6493,10.332,8.7885,Normal Tissue,Pituitary,,
GTEX-P78B-1626-SM-5SI85,GTEX,13.2485,10.6337,15.959,10.6153,11.5665,10.8225,Normal Tissue,Muscle - Skeletal,,
GTEX-1399Q-2426-SM-5J2MO,GTEX,13.2484,10.5103,15.0919,10.9334,10.7608,11.5331,Normal Tissue,Muscle - Skeletal,,
GTEX-UPK5-2126-SM-4JBJK,GTEX,13.2482,10.4113,13.0141,9.5902,10.3312,11.2109,Normal Tissue,Stomach,,
GTEX-13D11-0226-SM-5LZXL,GTEX,13.2476,10.631,13.6084,8.4049,9.646,10.1689,Normal Tissue,Thyroid,,
GTEX-WZTO-1126-SM-3NM93,GTEX,13.2463,10.9283,13.2967,9.0647,10.5103,8.6129,Normal Tissue,Artery - Tibial,,
GTEX-ZVT3-2726-SM-5GU5X,GTEX,13.2457,10.0566,12.6332,8.6672,10.6567,10.3892,Normal Tissue,Vagina,,
GTEX-POMQ-0426-SM-3P61G,GTEX,13.2452,10.2641,13.7464,8.4539,9.9818,9.3038,Normal Tissue,Artery - Aorta,,
GTEX-WH7G-1626-SM-4LVMY,GTEX,13.2448,10.1212,13.1106,9.3378,9.9849,10.8626,Normal Tissue,Small Intestine - Terminal Ileum,,
GTEX-13OW5-0626-SM-5J2N2,GTEX,13.2447,10.8108,13.7718,8.1912,10.3022,9.8269,Normal Tissue,Thyroid,,
GTEX-145MH-0626-SM-5NQAK,GTEX,13.2446,10.2966,12.9599,8.446,10.063,9.8932,Normal Tissue,Lung,,
GTEX-13D11-2526-SM-5KM28,GTEX,13.2445,10.4296,15.5687,11.3911,11.1377,10.8619,Normal Tissue,Muscle - Skeletal,,
GTEX-12WSM-0726-SM-5GCOW,GTEX,13.2442,10.6099,14.1767,10.6102,10.2012,7.5143,Normal Tissue,Liver,,
GTEX-U3ZN-1126-SM-4DXUL,GTEX,13.2442,9.664,12.8909,7.9374,10.1932,11.4363,Normal Tissue,Fallopian Tube,,
GTEX-13113-2126-SM-5EQ4U,GTEX,13.2438,10.4993,12.9257,8.8461,10.4784,9.161,Normal Tissue,Artery - Tibial,,
GTEX-13S7M-1726-SM-5RQK3,GTEX,13.2434,10.1177,12.757,8.8227,10.9282,9.962,Normal Tissue,Uterus,,
GTEX-11XUK-2426-SM-5GU72,GTEX,13.2412,10.5496,13.4276,8.9904,10.6059,8.4806,Normal Tissue,Artery - Tibial,,
GTEX-11I78-1126-SM-5A5K5,GTEX,13.2412,10.3906,13.5913,9.4395,9.9453,10.3279,Normal Tissue,Small Intestine - Terminal Ileum,,
GTEX-Y111-0926-SM-4SOIU,GTEX,13.2386,10.2489,13.3919,10.3037,10.1733,10.4144,Normal Tissue,Adipose - Visceral (Omentum),,
GTEX-ZAB4-0426-SM-5HL7N,GTEX,13.2385,9.9802,14.9851,12.4003,11.1805,11.0586,Normal Tissue,Muscle - Skeletal,,
GTEX-11XUK-1426-SM-5EQMG,GTEX,13.2381,10.441,13.2719,8.7652,10.0253,11.0321,Normal Tissue,Small Intestine - Terminal Ileum,,
GTEX-13JUV-2426-SM-5J1NS,GTEX,13.2381,10.4168,12.9368,10.5245,10.5092,11.3775,Normal Tissue,Artery - Tibial,,
GTEX-PX3G-0426-SM-48U1C,GTEX,13.238,10.5912,13.3825,8.1979,10.0757,9.0483,Normal Tissue,Artery - Aorta,,
GTEX-ZPCL-0126-SM-4WWC8,GTEX,13.2378,10.7427,13.9159,8.3274,9.9574,10.0176,Normal Tissue,Thyroid,,
GTEX-NPJ8-0626-SM-48TBO,GTEX,13.2377,9.8149,12.4901,10.1804,10.4993,10.3857,Normal Tissue,Spleen,,
GTEX-WFON-1526-SM-4LVMP,GTEX,13.2373,10.1926,13.7301,9.3118,10.3069,10.3269,Normal Tissue,Small Intestine - Terminal Ileum,,
GTEX-P78B-1126-SM-3P615,GTEX,13.2368,10.4018,13.8959,9.2729,10.2809,11.0546,Normal Tissue,Esophagus - Muscularis,,
GTEX-ZPU1-0726-SM-5HL6O,GTEX,13.2364,10.6976,13.9179,9.3198,9.8687,9.7161,Normal Tissue,Heart - Atrial Appendage,,
GTEX-ZYT6-1226-SM-5E44Q,GTEX,13.2364,10.5195,13.7429,9.0874,10.1927,9.9654,Normal Tissue,Esophagus - Muscularis,,
GTEX-131XF-1926-SM-5DUW4,GTEX,13.2361,10.5015,13.0722,8.8863,10.7135,10.099,Normal Tissue,Prostate,,
GTEX-12ZZY-0926-SM-5EQ6I,GTEX,13.2353,10.4498,12.8884,7.9306,10.5274,9.4039,Normal Tissue,Lung,,
GTEX-14A5I-1726-SM-5QGQ5,GTEX,13.2344,10.4684,13.8835,9.9753,10.0401,9.9293,Normal Tissue,Liver,,
GTEX-X585-3026-SM-46MWF,GTEX,13.2343,10.8877,12.9831,8.8465,9.7639,8.8465,Normal Tissue,Brain - Cortex,,
GTEX-OHPM-0726-SM-3LK7A,GTEX,13.2343,10.2743,14.1674,9.0344,10.2256,9.7812,Normal Tissue,Esophagus - Muscularis,,
GTEX-13OVL-1326-SM-5IJCZ,GTEX,13.2341,10.7907,13.131,8.5286,10.4061,8.4339,Normal Tissue,Artery - Tibial,,
GTEX-U4B1-0926-SM-4DXUV,GTEX,13.234,10.213,13.9637,9.0431,10.5395,10.1863,Normal Tissue,Esophagus - Muscularis,,
GTEX-13RTK-1826-SM-5S2P3,GTEX,13.2339,10.7463,13.1118,9.5156,10.6319,9.9737,Normal Tissue,Artery - Tibial,,
GTEX-131XE-1026-SM-5EGKE,GTEX,13.2336,10.4339,13.8466,9.4667,10.5038,10.4621,Normal Tissue,Colon - Sigmoid,,
GTEX-13113-0526-SM-5GCN2,GTEX,13.2333,10.768,13.287,8.4472,10.2011,10.7389,Normal Tissue,Artery - Aorta,,
GTEX-11XUK-0226-SM-5EQLW,GTEX,13.2327,10.4851,13.3657,8.4724,10.5166,10.4667,Normal Tissue,Thyroid,,
GTEX-13O21-1026-SM-5IJDU,GTEX,13.2326,10.4569,13.1033,8.9541,10.4064,11.1002,Normal Tissue,Small Intestine - Terminal Ileum,,
GTEX-13O21-2226-SM-5MR3L,GTEX,13.2321,10.7685,13.7649,8.0791,10.3398,9.8572,Normal Tissue,Thyroid,,
GTEX-12ZZX-3026-SM-5GCP3,GTEX,13.2316,10.7176,13.2622,7.4982,9.7989,7.3436,Normal Tissue,Pituitary,,
GTEX-RU72-1426-SM-46MUF,GTEX,13.2313,10.4634,14.007,10.6889,10.0657,8.4205,Normal Tissue,Liver,,
GTEX-OHPN-0011-R9A-SM-4DXUH,GTEX,13.2311,11.0738,12.5375,8.635,10.325,7.8833,Normal Tissue,Brain - Spinal Cord (Cervical C-1),,
GTEX-T5JC-0226-SM-32PMA,GTEX,13.2309,10.4794,13.7507,11.3392,10.7996,7.2905,Normal Tissue,Artery - Tibial,,
GTEX-ZAK1-0726-SM-5HL8Q,GTEX,13.2305,10.445,13.3803,7.6752,10.2663,10.2527,Normal Tissue,Thyroid,,
GTEX-13OVJ-0011-R10b-SM-5L3HT,GTEX,13.2296,11.0952,13.2513,7.0709,10.0147,9.0537,Normal Tissue,Brain - Frontal Cortex (Ba9),,
GTEX-WH7G-0626-SM-4LVMO,GTEX,13.2293,10.5055,13.2284,8.6506,10.1337,9.3501,Normal Tissue,Artery - Aorta,,
GTEX-14A5I-2426-SM-5Q5CP,GTEX,13.2287,10.2569,12.9327,9.4817,10.6236,9.9876,Normal Tissue,Colon - Sigmoid,,
GTEX-WYVS-1226-SM-4ONCL,GTEX,13.2282,10.0943,13.2875,8.8771,10.5605,10.544,Normal Tissue,Uterus,,
GTEX-14BIM-2626-SM-5S2OF,GTEX,13.2266,10.563,12.8852,9.8787,9.8129,8.2709,Normal Tissue,Artery - Aorta,,
GTEX-131XE-0926-SM-5HL7J,GTEX,13.2264,10.4788,13.7298,9.0892,10.448,10.1709,Normal Tissue,Small Intestine - Terminal Ileum,,
GTEX-11DXW-1226-SM-5H133,GTEX,13.2258,10.762,13.3396,7.5928,10.3533,8.0017,Normal Tissue,Pituitary,,
GTEX-YFCO-1926-SM-4W212,GTEX,13.2255,10.9871,15.6377,12.7003,11.5419,10.3244,Normal Tissue,Muscle - Skeletal,,
GTEX-13S86-0226-SM-5S2PJ,GTEX,13.2249,10.6735,14.2879,8.5525,10.2883,11.4984,Normal Tissue,Heart - Left Ventricle,,
GTEX-146FQ-0526-SM-5LU9I,GTEX,13.2248,10.3684,12.9278,9.1744,10.4132,11.9102,Normal Tissue,Artery - Tibial,,
GTEX-ZAB4-0826-SM-5LU9D,GTEX,13.2244,9.4717,13.1827,9.6111,10.3693,10.1082,Normal Tissue,Liver,,
GTEX-XMK1-1126-SM-4IHJ8,GTEX,13.2239,9.6236,12.9111,11.7372,10.3238,11.3688,Normal Tissue,Breast - Mammary Tissue,,
GTEX-11ZTS-1026-SM-5LU8O,GTEX,13.2236,10.7502,12.6409,8.9354,10.3974,10.0593,Normal Tissue,Artery - Coronary,,
GTEX-Q734-0726-SM-48TZP,GTEX,13.2233,10.1617,12.8573,9.0177,10.8159,11.8189,Normal Tissue,Ovary,,
GTEX-11P7K-0226-SM-5986Z,GTEX,13.223,10.4662,13.748,7.1594,10.1243,9.9913,Normal Tissue,Thyroid,,
GTEX-WHSB-1626-SM-3LK6J,GTEX,13.2228,10.2563,13.9,9.0138,10.2003,9.8134,Normal Tissue,Thyroid,,
GTEX-145LS-0526-SM-5LU8Y,GTEX,13.2214,10.4018,15.0393,11.1146,10.8726,10.7207,Normal Tissue,Muscle - Skeletal,,
GTEX-WY7C-1826-SM-4ONCE,GTEX,13.2207,10.2124,13.3017,9.4123,9.5618,10.6593,Normal Tissue,Small Intestine - Terminal Ileum,,
GTEX-T5JC-1826-SM-4DM6E,GTEX,13.2198,10.0569,13.4534,10.069,10.0907,10.6766,Normal Tissue,Esophagus - Muscularis,,
GTEX-13NZ9-0826-SM-5J1NI,GTEX,13.2192,10.5229,13.278,8.9912,10.3373,10.6823,Normal Tissue,Artery - Tibial,,
GTEX-WY7C-2826-SM-3NB3Q,GTEX,13.2191,10.554,13.4392,9.187,10.2873,9.8002,Normal Tissue,Artery - Tibial,,
GTEX-14753-0926-SM-5Q5BI,GTEX,13.2189,10.5633,13.0181,7.0954,10.8484,10.4583,Normal Tissue,Thyroid,,
GTEX-OIZH-1426-SM-3NB1O,GTEX,13.2186,10.4742,13.6803,9.0401,10.1918,10.8282,Normal Tissue,Colon - Transverse,,
GTEX-146FQ-0326-SM-5NQAX,GTEX,13.2186,10.3974,14.8976,11.9878,10.425,11.995,Normal Tissue,Muscle - Skeletal,,
GTEX-14AS3-2326-SM-5S2NZ,GTEX,13.2184,10.5511,12.732,9.4995,10.2314,9.1234,Normal Tissue,Artery - Tibial,,
GTEX-11EMC-0826-SM-59862,GTEX,13.218,10.2753,13.5921,10.0286,9.9392,10.2488,Normal Tissue,Heart - Atrial Appendage,,
GTEX-11TTK-2426-SM-5PNYO,GTEX,13.2179,10.4903,12.9847,9.521,10.5539,9.9804,Normal Tissue,Colon - Transverse,,
GTEX-12WSK-0626-SM-5LZUJ,GTEX,13.2172,10.7614,14.4642,9.3923,9.8177,10.1328,Normal Tissue,Heart - Left Ventricle,,
GTEX-ZV6S-2126-SM-4YCEM,GTEX,13.2172,10.7465,16.1689,11.3617,11.8165,10.8537,Normal Tissue,Muscle - Skeletal,,
GTEX-13OW6-0326-SM-5L3H9,GTEX,13.2171,10.4571,13.2906,8.6074,10.0305,9.8257,Normal Tissue,Artery - Tibial,,
